Name,Year Published,Users Rated,Owned Users,Complexity Average,Mechanics
The Game of Maze,1990.0,33,68.0,1.0,Roll / Spin and Move
Mid-East Peace,1990.0,116,252.0,2.4,"Area-Impulse, Secret Unit Deployment"
Myth Fortunes,1990.0,91,303.0,2.0,Roll / Spin and Move
The Simpsons Mystery of Life,1990.0,37,102.0,1.0,"Roll / Spin and Move, Set Collection"
Shadowrun: DMZ Downtown Militarized Zone,1990.0,115,385.0,2.5,
Tutankhamen's Revenge,1990.0,139,361.0,1.38,"Memory, Push Your Luck"
1944: Second Front,1990.0,33,161.0,4.0,"Dice Rolling, Hexagon Grid"
Fantasy,1990.0,30,68.0,2.2,Pick-up and Deliver
Iron Cross,1990.0,64,389.0,2.78,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Scenario / Mission / Campaign Game, Simulation"
Back Off! Buzzard,1990.0,41,72.0,1.0,Point to Point Movement
5 Alive,1990.0,304,603.0,1.27,"Hand Management, Player Elimination"
Doctor Faust,1990.0,106,351.0,1.62,Action Points
The Disneyland Game,1990.0,30,80.0,1.0,Roll / Spin and Move
Heuchel und Meuchel,1990.0,79,234.0,1.54,Tile Placement
Balance,1990.0,63,133.0,1.2,"Dice Rolling, Stacking and Balancing"
The Dick Tracy Game,1990.0,31,104.0,1.4,Roll / Spin and Move
Trivial Pursuit: 1960's Edition,1990.0,64,155.0,2.0,Roll / Spin and Move
Travel Clue,1990.0,149,619.0,1.5,"Hand Management, Paper-and-Pencil, Roll / Spin and Move"
SongBurst 50's & 60's Edition,1990.0,105,296.0,1.17,
Astérix et les Romains,1990.0,76,187.0,1.5,"Pick-up and Deliver, Roll / Spin and Move, Trading"
Black Gold (Texas Tea),1990.0,45,208.0,2.2,Hexagon Grid
1862,1990.0,51,170.0,2.38,"Dice Rolling, Events, Hexagon Grid, Simulation"
SS Amerika,1990.0,59,232.0,3.67,Hexagon Grid
Trumpet,1990.0,560,1030.0,1.45,Trick-taking
Halli Galli,1990.0,2479,4125.0,1.02,"Pattern Recognition, Player Elimination"
Where's Bob's Hat?,1990.0,401,715.0,1.58,Trick-taking
Zatre,1990.0,294,547.0,2.04,Tile Placement
Advanced Space Crusade,1990.0,281,542.0,2.7,"Dice Rolling, Modular Board, Tile Placement"
Mighty Empires,1990.0,511,944.0,2.6,
Balkan Front,1990.0,162,472.0,3.86,Hexagon Grid
The Republic of Rome,1990.0,3921,5843.0,4.34,"Dice Rolling, Hand Management, Simulation, Variable Player Powers, Voting"
Activity,1990.0,946,1438.0,1.13,"Acting, Dice Rolling, Line Drawing, Team-Based Game"
Battle of Britain,1990.0,242,582.0,2.28,"Area Movement, Dice Rolling, Secret Unit Deployment, Simulation"
The BattleTech Compendium,1990.0,84,309.0,3.75,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Variable Player Powers"
Boom Town,1990.0,159,166.0,1.83,
"Silver Bayonet: The First Team in Vietnam, 1965",1990.0,142,667.0,3.0,"Dice Rolling, Hexagon Grid, Simulation"
New World,1990.0,349,880.0,2.62,Hexagon Grid
Wrasslin',1990.0,380,690.0,1.58,"Hand Management, Simulation, Variable Player Powers"
Palabra,1990.0,179,375.0,2.0,Set Collection
Lion of Ethiopia,1990.0,125,498.0,2.38,Hexagon Grid
"Air Bridge to Victory: Operation Market-Garden, 1944",1990.0,153,616.0,3.36,"Dice Rolling, Hexagon Grid"
Express,1990.0,625,1189.0,1.68,"Set Collection, Take That"
Tyranno Ex,1990.0,431,919.0,2.35,"Card Drafting, Dice Rolling"
Samurai Sunset,1990.0,41,268.0,2.83,Hexagon Grid
Star Fleet Battles: Captain's Edition Basic Set,1990.0,483,1180.0,4.25,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
1835,1990.0,699,1286.0,3.99,"Auction/Bidding, Network and Route Building, Stock Holding"
De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,1990.0,644,1022.0,2.83,"Action Points, Dice Rolling, Line of Sight, Measurement Movement, Modular Board"
Gang of Four,1990.0,2254,3936.0,1.87,"Hand Management, Ladder Climbing, Set Collection, Trick-taking"
Daytona 500,1990.0,998,1087.0,1.77,"Auction/Bidding, Grid Movement, Hand Management, Race"
HeroQuest Advanced Quest,1990.0,1461,2831.0,2.2,"Modular Board, Role Playing, Team-Based Game, Variable Player Powers"
Airlines,1990.0,364,483.0,2.42,"Investment, Network and Route Building, Stock Holding"
Hoity Toity,1990.0,4945,7431.0,1.87,"Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection"
Space Crusade,1990.0,2713,4596.0,2.29,"Dice Rolling, Grid Movement, Modular Board, Simulation, Variable Player Powers"
Carrier: The Southwest Pacific Campaign - 1942-1943,1990.0,394,1320.0,4.03,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Variable Set-up"
Igel Ärgern,1990.0,1012,1124.0,1.38,Roll / Spin and Move
Silent Death,1990.0,395,706.0,2.75,"Dice Rolling, Hexagon Grid, Simulation, Variable Player Powers"
"3rd Fleet: Modern Naval Combat in the North Pacific, Caribbean, and Atlantic Oceans",1990.0,277,764.0,3.58,"Dice Rolling, Hexagon Grid, Simulation"
Unanimo,1990.0,309,504.0,1.21,Paper-and-Pencil
Brigade Fire and Fury: Wargaming the Civil War with Miniatures,1990.0,179,284.0,3.09,"Dice Rolling, Measurement Movement, Simulation"
Eurorails,1990.0,1748,2613.0,2.74,"Connections, Crayon Rail System, Network and Route Building, Pick-up and Deliver"
The World at War,1990.0,169,358.0,3.39,"Area Majority / Influence, Area Movement, Area-Impulse, Dice Rolling, Minimap Resolution, Stat Check Resolution, Team-Based Game"
Guesstures,1990.0,1484,3412.0,1.17,"Acting, Role Playing, Roll / Spin and Move, Team-Based Game"
Shell Shock!,1990.0,161,692.0,3.18,Hexagon Grid
Harpoon: Captain's Edition,1990.0,119,365.0,2.45,"Hexagon Grid, Simulation"
Fantasy Warriors,1990.0,77,214.0,3.5,Dice Rolling
Force Eagle's War,1990.0,48,232.0,3.43,Hexagon Grid
Red Empire,1990.0,208,357.0,1.62,Card Drafting
Vanished!,1990.0,208,501.0,1.52,"Betting and Bluffing, Memory, Set Collection"
Shattered States,1990.0,47,117.0,2.29,Area Movement
Over the Top: Command Decision Series Game,1990.0,33,126.0,3.0,
Pro Football Fantasm,1990.0,43,84.0,4.33,Simultaneous Action Selection
New Orleans Big Band,1990.0,131,259.0,1.8,"Set Collection, Trading"
Magestones,1990.0,113,232.0,1.45,"Dice Rolling, Enclosure"
Sunrise of Victory: The 1942 Campaign in Russia,1990.0,42,285.0,2.71,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Cash,1990.0,163,394.0,1.31,
"Krim: von Manstein's Battles for Sevastopol, 1941-1942",1990.0,58,353.0,2.57,Hexagon Grid
Battlefield: Europe,1990.0,87,288.0,2.55,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
"NATO, Nukes & Nazis",1990.0,73,254.0,3.8,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
Three For All!,1990.0,51,201.0,2.0,
August Fury,1990.0,38,218.0,3.43,"Hexagon Grid, Simulation"
"Operation Shoestring: The Guadalcanal Campaign, 1942",1990.0,101,481.0,3.47,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control"
Terra Turrium,1990.0,90,318.0,2.25,"Action Points, Modular Board"
Objective: Schmidt,1990.0,53,267.0,3.67,"Dice Rolling, Hexagon Grid, Simulation"
Mississippi Banzai,1990.0,54,214.0,2.11,"Dice Rolling, Hexagon Grid"
Tannenberg 1914,1990.0,68,110.0,3.45,Hexagon Grid
Scotland Yard,1990.0,107,372.0,2.5,"Roll / Spin and Move, Secret Unit Deployment"
Days of Decision,1990.0,119,348.0,3.79,"Area-Impulse, Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection"
Mississippi Fortress,1990.0,75,379.0,2.82,"Area Movement, Dice Rolling"
Karawane,1990.0,153,349.0,1.62,"Auction/Bidding, Simultaneous Action Selection"
Sindbad,1990.0,152,246.0,1.53,"Events, Lose a Turn, Pick-up and Deliver, Roll / Spin and Move"
Zargos,1990.0,140,292.0,2.73,"Area Movement, Dice Rolling, Variable Player Powers"
Asterix: Das Kartenspiel,1990.0,152,282.0,1.14,Simultaneous Action Selection
Gold Digger,1990.0,672,1144.0,1.19,"Hand Management, Stock Holding"
Dragon Noir 1: L'Exil,1990.0,49,179.0,2.5,"Hexagon Grid, Modular Board"
Sideshow: The Campaign for German East Africa 1914-1918,1990.0,106,495.0,2.88,Hexagon Grid
Ace of Aces: Jet Eagles,1990.0,110,,2.0,
Flußpiraten,1990.0,104,215.0,2.1,"Rock-Paper-Scissors, Simultaneous Action Selection"
TEG: La Revancha,1990.0,108,156.0,2.7,"Area Majority / Influence, Area Movement, Area-Impulse, Dice Rolling, Events, Lose a Turn, Map Deformation, Negotiation, Player Elimination, Scenario / Mission / Campaign Game, Set Collection, Turn Order: Progressive"
1847: Pfalz,1990.0,38,125.0,3.5,"Stock Holding, Tile Placement"
Vertigo,1990.0,89,213.0,2.22,"Action Points, Voting"
Diceball!,1991.0,50,114.0,1.56,"Dice Rolling, Roll / Spin and Move"
Robin Hood,1991.0,61,190.0,2.4,"Action Points, Campaign / Battle Card Driven, Variable Player Powers"
The Italian Campaign: Sicily,1991.0,88,488.0,3.43,Hexagon Grid
Vendetta,1991.0,60,152.0,2.0,Area Majority / Influence
Cirondo,1991.0,78,191.0,3.0,Grid Movement
Electronic Dream Phone,1991.0,105,246.0,2.0,Roll / Spin and Move
Fishy,1991.0,64,185.0,1.25,Hand Management
Columbus,1991.0,63,173.0,1.75,Roll / Spin and Move
1863,1991.0,59,270.0,3.07,"Dice Rolling, Hexagon Grid, Simulation"
Candidate,1991.0,180,316.0,2.0,
Crazy Bugs,1991.0,42,57.0,1.33,"Cooperative Game, Pick-up and Deliver, Simultaneous Action Selection"
Polar Dare!,1991.0,115,180.0,1.22,"Modular Board, Roll / Spin and Move"
Mad Dash!,1991.0,34,122.0,1.0,"Hand Management, Pattern Building"
Mighty Warriors,1991.0,48,120.0,1.25,"Modular Board, Roll / Spin and Move, Variable Player Powers"
Red Beach One: Tarawa,1991.0,88,498.0,2.67,Hexagon Grid
Wahoo!,1991.0,35,204.0,2.8,"Dice Rolling, Hexagon Grid"
Im Reich des weißen Bären,1991.0,59,139.0,1.13,"Pick-up and Deliver, Roll / Spin and Move"
Droids,1991.0,83,242.0,2.5,"Action Queue, Campaign / Battle Card Driven, Secret Unit Deployment, Simultaneous Action Selection"
Cockpit,1991.0,32,49.0,2.4,"Point to Point Movement, Simulation"
Outburst II,1991.0,113,371.0,1.0,
Raid on Richmond,1991.0,38,187.0,2.6,Chit-Pull System
Desert Storm: The Mother of All Battles,1991.0,89,402.0,2.88,"Dice Rolling, Hexagon Grid"
Wordsters,1991.0,65,225.0,1.33,
Who Is Going to Do the Dishes?,1991.0,92,135.0,1.33,"Card Drafting, Hand Management"
Anagram: The Ingenious Game of Juggling Words,1991.0,42,96.0,1.8,
Knots,1991.0,40,83.0,2.0,
Tabloid Teasers,1991.0,84,151.0,1.1,Voting
Let's Buy Hollywood,1991.0,47,100.0,1.75,"Roll / Spin and Move, Stock Holding"
Hannibal: The Second Punic War,1991.0,102,488.0,2.46,"Action Points, Dice Rolling, Events, Minimap Resolution, Point to Point Movement, Simulation"
Dragon Masters,1991.0,148,367.0,2.1,
Quick Chess,1991.0,30,92.0,2.25,Grid Movement
Trivial Pursuit: Genus III,1991.0,381,807.0,1.63,Roll / Spin and Move
Klumpeduns,1991.0,71,107.0,1.0,Dice Rolling
Kerrunch,1991.0,40,126.0,2.25,Action Points
D-Day,1991.0,168,512.0,2.36,Hexagon Grid
King's Bounty,1991.0,63,166.0,2.63,"Action Points, Dice Rolling, Pick-up and Deliver, Point to Point Movement"
Pyramis,1991.0,34,114.0,2.5,Tile Placement
Monopoly: Franklin Mint Collector's Edition,1991.0,33,114.0,1.33,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading"
Plague!,1991.0,82,191.0,1.25,"Dice Rolling, Paper-and-Pencil, Pick-up and Deliver, Race, Roll / Spin and Move, Take That"
Bibleopoly,1991.0,96,187.0,1.4,"Auction/Bidding, Roll / Spin and Move, Set Collection, Trading"
Star Fist,1991.0,37,173.0,2.0,Hexagon Grid
Operation Crusader: The 8th Army's Forgotten Victory,1991.0,42,141.0,3.6,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control"
"Civil War Classics, Volume 1: The Battles of Pea Ridge & Shiloh",1991.0,32,93.0,3.14,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
Giggle Wiggle,1991.0,70,144.0,1.14,Set Collection
My First UNO,1991.0,119,239.0,1.07,"Hand Management, Pattern Recognition"
Advanced Dungeons & Dragons Trivia Game,1991.0,87,177.0,2.17,"Cooperative Game, Memory"
Mr. Bucket,1991.0,43,78.0,1.0,Simultaneous Action Selection
Xanth,1991.0,171,492.0,1.64,"Pick-up and Deliver, Roll / Spin and Move, Set Collection"
Hedbanz for Adults!,1991.0,891,2244.0,1.09,Deduction
Monopoly: European Edition,1991.0,165,282.0,1.42,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading"
Jumpin' Monkeys,1991.0,216,361.0,1.08,
Ostindiska Kompaniet,1991.0,157,234.0,2.55,"Commodity Speculation, Pick-up and Deliver"
Dark World,1991.0,755,1928.0,1.93,"Dice Rolling, Grid Movement"
The Eagle and the Sun,1991.0,65,176.0,4.8,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation, Team-Based Game"
The Civil War,1991.0,51,133.0,3.57,"Dice Rolling, Hexagon Grid, Simulation"
Legends of Robin Hood,1991.0,176,378.0,1.53,
Crocodile Dentist,1991.0,335,451.0,1.18,Single Loser Game
MindTrap,1991.0,1746,4291.0,1.96,Team-Based Game
Crystal Maze,1991.0,53,115.0,1.29,Roll / Spin and Move
More Dirty Minds,1991.0,47,140.0,1.6,
Monopoly Junior: Travel Edition,1991.0,31,89.0,0.0,"Roll / Spin and Move, Set Collection, Trading"
Home Alone,1991.0,38,147.0,1.0,Roll / Spin and Move
"Stand & Die: The Battle of Borodino, 1941",1991.0,55,242.0,3.56,Hexagon Grid
Celebrity Taboo,1991.0,144,364.0,1.5,Team-Based Game
Advanced Dungeons & Dragons Battlesystem Skirmishes,1991.0,55,135.0,3.0,"Dice Rolling, Modular Board"
Risky Strategy,1991.0,48,131.0,1.0,"Roll / Spin and Move, Voting"
Knockout,1991.0,97,213.0,1.22,Dice Rolling
Jagd der Vampire,1991.0,142,321.0,1.25,
Space Fleet,1991.0,137,247.0,1.81,"Action Queue, Simultaneous Action Selection"
Pony Express,1991.0,124,260.0,1.86,Betting and Bluffing
Domain: The Warlock's Challenge,1991.0,86,262.0,2.2,"Modular Board, Role Playing, Tile Placement"
Rio Grande:  The Battle of Valverde,1991.0,58,430.0,3.44,Hexagon Grid
Ghostly Galleon,1991.0,88,211.0,1.75,"Dice Rolling, Pick-up and Deliver, Roll / Spin and Move"
Battle for Basra,1991.0,62,259.0,1.57,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
The Addams Family Family Reunion Game,1991.0,35,111.0,1.0,"Roll / Spin and Move, Set Collection"
WWF Wrestling Challenge,1991.0,37,100.0,1.67,"Card Drafting, Dice Rolling"
Humm...ble,1991.0,36,86.0,1.0,"Acting, Singing"
Car Wars: The Card Game,1991.0,747,1604.0,1.42,"Take That, Variable Player Powers"
Coup,1991.0,81,227.0,1.86,Hexagon Grid
Kula Kula,1991.0,88,251.0,1.25,"Memory, Point to Point Movement, Push Your Luck, Set Collection"
Objective: Tunis,1991.0,67,433.0,3.14,"Dice Rolling, Hexagon Grid, Roll / Spin and Move"
Connections,1991.0,173,362.0,1.75,"Pattern Building, Tile Placement"
Play It By Ear,1991.0,47,108.0,1.75,"Memory, Storytelling"
Quickword: The Ultimate Word Game,1991.0,54,145.0,2.14,
Sherlock Holmes: The Card Game,1991.0,545,1229.0,1.48,
The Legend Begins,1991.0,138,563.0,3.3,Hexagon Grid
The New Easy to Master Dungeons & Dragons,1991.0,240,930.0,2.53,"Cooperative Game, Dice Rolling, Grid Movement, Player Judge, Role Playing, Square Grid, Variable Player Powers"
Res Publica,1991.0,950,1762.0,1.7,"Set Collection, Trading"
Devil Take the Hindmost,1991.0,306,379.0,1.51,Hand Management
Mustangs,1991.0,249,603.0,2.28,"Dice Rolling, Grid Movement, Hexagon Grid, Impulse Movement, Simulation, Simultaneous Action Selection, Three Dimensional Movement"
Flashpoint: Golan - The Fifth Arab-Israeli War,1991.0,155,614.0,3.79,Hexagon Grid
Field Command,1991.0,159,325.0,2.38,"Action Queue, Rock-Paper-Scissors, Simultaneous Action Selection"
Minos,1991.0,284,655.0,2.67,"Area Majority / Influence, Area Movement, Dice Rolling, Point to Point Movement"
Musketeers,1991.0,411,997.0,1.11,"Auction/Bidding, Hand Management, Kill Steal, Simultaneous Action Selection"
World War II: Pacific Theater of Operations,1991.0,173,632.0,4.07,"Area-Impulse, Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Alias,1991.0,1091,1415.0,1.27,"Acting, Point to Point Movement, Team-Based Game"
Barren Victory,1991.0,92,355.0,3.2,"Dice Rolling, Hexagon Grid, Simulation"
Pick Two!,1991.0,194,361.0,1.48,
Trajan,1991.0,114,603.0,3.29,"Dice Rolling, Hexagon Grid"
The Secret Door,1991.0,268,552.0,1.06,"Cooperative Game, Memory"
The Great Balloon Race,1991.0,269,330.0,1.35,Dice Rolling
Star Wars Miniatures Battles,1991.0,147,403.0,3.35,"Dice Rolling, Paper-and-Pencil, Secret Unit Deployment"
Midway,1991.0,166,550.0,2.33,"Hexagon Grid, Secret Unit Deployment"
The Great Battles of Alexander,1991.0,225,603.0,3.49,"Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
La Bataille de Ligny,1991.0,188,754.0,3.86,"Dice Rolling, Hexagon Grid"
Extrablatt,1991.0,256,360.0,2.9,"Area Majority / Influence, Set Collection, Simulation, Tile Placement"
Thunderbolt/Apache Leader,1991.0,255,592.0,2.58,"Campaign / Battle Card Driven, Dice Rolling, Events, Role Playing, Scenario / Mission / Campaign Game, Simulation"
Royalists & Roundheads,1991.0,68,253.0,2.58,Dice Rolling
Tichu,1991.0,13298,20236.0,2.34,"Hand Management, Ladder Climbing, Predictive Bid, Team-Based Game"
History of the World,1991.0,4365,5392.0,2.78,"Area Majority / Influence, Dice Rolling, Hand Management"
Quarto,1991.0,5877,9156.0,1.94,"I Cut You Choose, Pattern Building, Pattern Recognition"
Cosmic Encounter,1991.0,996,1519.0,2.63,Variable Player Powers
Silverton,1991.0,1025,1762.0,3.25,"Commodity Speculation, Dice Rolling, Network and Route Building, Pick-up and Deliver, Worker Placement"
EastFront,1991.0,663,1116.0,3.61,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Clue: The Great Museum Caper,1991.0,1470,2608.0,1.93,"Hidden Movement, Secret Unit Deployment, Square Grid, Team-Based Game"
Outpost,1991.0,1162,1630.0,3.12,Auction/Bidding
Omaha,1991.0,96,324.0,4.33,"Dice Rolling, Hexagon Grid, Simulation"
Master Labyrinth,1991.0,2453,4650.0,1.79,"Map Deformation, Modular Board, Point to Point Movement"
Breaking Away,1991.0,448,447.0,2.28,
Wacky Wacky West,1991.0,1735,3150.0,1.84,"Tile Placement, Voting"
Blackbeard,1991.0,1407,2861.0,3.2,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Solo / Solitaire Game, Variable Player Powers"
Valley of the Mammoths,1991.0,1130,1675.0,2.52,"Dice Rolling, Modular Board, Player Elimination"
La Bataille des Quatre Bras,1991.0,310,1091.0,4.0,"Dice Rolling, Hexagon Grid, Solo / Solitaire Game"
Hornet Leader,1991.0,299,658.0,2.62,"Area Movement, Cooperative Game, Dice Rolling, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation"
"The Peloponnesian War, 431-404 BC",1991.0,446,1275.0,3.13,"Dice Rolling, Movement Points, Point to Point Movement, Simulation, Solo / Solitaire Game"
Attack Sub,1991.0,480,968.0,2.3,Campaign / Battle Card Driven
Hordes of the Things,1991.0,253,519.0,2.49,"Action Points, Dice Rolling, Variable Player Powers"
Tantrix,1991.0,1874,3393.0,2.22,"Pattern Building, Tile Placement"
Castle of Magic,1991.0,231,354.0,2.52,Role Playing
Formule Dé,1991.0,219,470.0,2.2,Roll / Spin and Move
The Sands of War,1991.0,111,346.0,2.6,Hexagon Grid
A Line in the Sand: The Battle of Iraq,1991.0,210,602.0,2.76,"Area Movement, Dice Rolling, Events, Negotiation, Paper-and-Pencil, Simulation, Variable Player Powers"
Invers,1991.0,105,237.0,1.7,Tile Placement
Three of a Crime,1991.0,161,336.0,1.23,
Peloton,1991.0,36,106.0,2.4,Simulation
Starship Command,1991.0,41,95.0,2.67,Simultaneous Action Selection
Columbus,1991.0,160,347.0,2.0,"Hexagon Grid, Tile Placement"
1792: La Patrie en Danger,1991.0,31,96.0,3.13,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
Showdown Yahtzee,1991.0,181,560.0,1.29,Dice Rolling
Secrets of the Deep,1991.0,88,208.0,1.5,Pick-up and Deliver
Jutland: Duel of the Dreadnoughts,1991.0,74,367.0,2.25,"Dice Rolling, Hexagon Grid, Simulation"
Ultra Marines,1991.0,67,140.0,1.73,"Dice Rolling, Modular Board, Roll / Spin and Move"
Shapeshifters,1991.0,76,262.0,1.57,"Hexagon Grid, Simultaneous Action Selection, Variable Player Powers"
Elfengold,1991.0,107,265.0,2.2,
Bauernschlau,1991.0,163,314.0,1.61,Secret Unit Deployment
Red Sky Morning,1991.0,42,171.0,2.63,Area Movement
Tet Offensive,1991.0,64,249.0,3.18,"Area Movement, Dice Rolling, Simulation"
Automania: The Game of the Motor Giants,1991.0,80,170.0,1.83,"Commodity Speculation, Secret Unit Deployment"
